EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,Department,JobTitle,JobLevel,ManagerID,Location,WorkArrangement,HireDate,TerminationDate,EmploymentStatus,TerminationType,TerminationReason,CurrentSalary,YearsAtCompany
EMP00981,Emily,Campbell,Female,21.0,Married,Master's Degree,Engineering,Software Engineer I,Entry-Level,EMP00176,"Austin, TX",Hybrid,2024-10-14,2024-09-14,Terminated,Voluntary,Relocation,90000,0.41
EMP00982,Kimberly,Martinez,Female,38.0,Married,High School,Engineering,Engineering Manager,Manager,EMP00422,"New York, NY",Hybrid,2026-03-23,,Active,,,150000,0.35
EMP00983,Samuel,Andersson,Male,31.0,Married,Associate's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00528,"New York, NY",Hybrid,2023-01-30,,Active,,,97500,3.49
EMP00984,Fatima,Anderson,Female,21.0,Single,High School,Engineering,Software Engineer I,Entry-Level,EMP00547,"New York, NY",Hybrid,2025-08-13,2025-12-20,Terminated,Voluntary,Better Opportunity Elsewhere,73500,0.35
EMP00985,Charles,Davis,Male,36.0,Married,Bachelor's Degree,Product,Group Product Manager,Manager,EMP01569,"San Francisco, CA",Hybrid,2024-06-15,,Active,,,145500,2.12
EMP00986,Grace,Muller,Female,21.0,Single,Master's Degree,Sales,Sales Manager,Manager,EMP01283,Remote,Remote,2023-12-23,2024-11-25,Terminated,Voluntary,Relocation,139500,0.93
EMP00987,Chidi,Abara,Male,31.0,Single,High School,People,VP of People,VP,EMP01180,"San Francisco, CA",Hybrid,2023-06-17,2025-06-20,Terminated,Voluntary,Work-Life Balance,259500,2.01
EMP00988,Victoria,Sanchez,Female,43.0,Married,Bachelor's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP01175,"New York, NY",Hybrid,2025-11-15,,Active,,,211000,0.7
EMP00989,Ahmed,Nilsson,Male,33.0,Single,Bachelor's Degree,ENGINEERING,Engineering Manager,Manager,EMP00279,"New York, NY",Hybrid,2024-11-20,,Active,,,174500,1.68
EMP00990,Femi,Rossi,Male,22.0,Married,Bachelor's Degree,Engineering, Software Engineer I ,Entry-Level,EMP00182,"Austin, TX",Onsite,2025-12-18,,Active,,,69500,0.61
EMP00991,Megan,Martin,Female,25.0,Single,Bachelor's Degree,People,HR Coordinator,Entry-Level,EMP01482,"San Francisco, CA",Onsite,2023-05-18,,Active,,,78000,3.2
EMP00992,Christopher,Perez,Male,28.0,Married,High School,Customer Success,Senior CSM,Senior,EMP00585,Remote,Remote,2024-10-02,2025-02-23,Terminated,Voluntary,Career Growth,111000,0.39
EMP00993,Emily,Adams,F,28.0,Divorced,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00744,Remote,Remote,2025-06-04,,Active,,,142000,1.15
EMP00994,Megan,Cohen,Female,29.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01424,"Austin, TX",Onsite,2026-02-01,,Active,,,98500,0.48
EMP00995,Amy,Sharma,Female,21.0,Married,Bachelor's Degree,engineering,Software Engineer II,Mid-Level,EMP01051,Remote,Remote,2024-10-04,,Active,,,114000,1.81
EMP00996,Jose,Anderson,Male,32.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00064,"San Francisco, CA",Hybrid,2025-09-18,,Active,,,107000,0.86
EMP00997,Michelle,Clark,Female,,Divorced,Bachelor's Degree,Finance,Senior Financial Analyst,Senior,EMP00930,"Denver, CO",Hybrid,2026-05-05,,Active,,,107000,0.23
EMP00998,Hannah,Dubois,Female,21.0,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP01018,"Austin, TX",Hybrid,2025-09-19,,Active,,,51000,0.85
EMP00999,Jennifer,Diallo,Female,22.0,Married,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00300,Remote,Remote,2024-06-15,2025-03-19,Terminated,Voluntary,Work-Life Balance,74500,0.76
EMP01000,Alexander,Lopez,Male,27.0,Single,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01505,"Austin, TX",Hybrid,2022-11-28,2023-07-29,Terminated,Voluntary,Work-Life Balance,93500,0.67
EMP01001,Omar,Osei,Male,28.0,Single,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00756,"Denver, CO",Hybrid,2026-04-08,,Active,,,160000,0.3
EMP01002,Andrew,Khan,Male,21.0,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP01546,Remote,Remote,2022-11-20,2023-07-08,Terminated,Voluntary,Career Growth,64500,0.63
EMP01003,Charles,Davis,Male,27.0,Single,Bachelor's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00358,"Austin, TX",Onsite,2026-04-17,,Active,,,121000,0.28
EMP01004,David,Ahmed,Male,26.0,Married,Bachelor's Degree,Product,Senior Product Manager,Senior,EMP00972,"New York, NY",Hybrid,2025-06-01,,Active,,,157500,1.16
EMP01005,John,Taylor,Male,32.0,Divorced,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00506,"Austin, TX",Onsite,2026-06-12,,Active,,,90000,0.13
EMP01006,Zainab,Osei,Female,25.0,Married,Master's Degree,Engineering,Software Engineer I,Entry-Level,EMP01544,"Chicago, IL",Onsite,2026-02-26,,Active,,,69500,0.42
EMP01007,Megan,Wang,F,34.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01476,"San Francisco, CA",Hybrid,2026-07-19,,Active,,,111000,0.02
EMP01008,Mia,Ahmed,Female,24.0,Single,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01481,"Denver, CO",Hybrid,2024-11-15,2025-10-29,Terminated,Involuntary,Policy Violation,118000,0.95
EMP01009,Andrew,Andersson,Male,37.0,Single,Bachelor's Degree,Sales,Senior Sales Manager,Senior Manager,EMP00380,Remote,Remote,2026-01-09,,Active,,,182000,0.55
EMP01010,Liam,Davis,Male,26.0,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP01735,"San Francisco, CA",Onsite,2025-01-07,2025-06-19,Terminated,Voluntary,Better Opportunity Elsewhere,68000,0.45
EMP01011,Jamie,Schmidt,Non-binary,32.0,Married,Bachelor's Degree,Finance,Senior Financial Analyst,Senior,EMP00045,"Austin, TX",Onsite,2025-04-02,,Active,,,125000,1.32
EMP01012,Jordan,Ali,Non-binary,27.0,Single,PhD,Sales,Sales Development Rep,Entry-Level,EMP01685,"Chicago, IL",Onsite,2025-09-29,2025-12-13,Terminated,Voluntary,Return to School,65000,0.21
EMP01013,Jennifer,Flores,Female,23.0,Married,Master's Degree,Marketing,Marketing Specialist,Mid-Level,EMP01103,Remote,Remote,2026-04-09,,Active,,,79000,0.3
EMP01014,Chioma,Williams,Female,26.0,Divorced,Master's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00259,Remote,Remote,2026-07-10,,Active,,,129500,0.05
EMP01015,Anthony,Patel,Male,25.0,Married,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00743,"Austin, TX",Hybrid,2026-01-02,,Active,,,107500,0.57
EMP01016,Fatima,Allen,Female,33.0,Married,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01049,"New York, NY",Hybrid,2025-02-19,,Active,,,93500,1.43
EMP01017,Arjun,Smith,Male,21.0,Married,High School,Engineering,Software Engineer I,Entry-Level,EMP01664,Remote,Remote,2025-02-11,,Active,,,82000,1.46
EMP01018,Kenji,Ramirez,Male,24.0,Single,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00230,Remote,Remote,2025-12-13,,Active,,,79500,0.62
EMP01019,Ana,Dubois,Female,33.0,Single,Bachelor's Degree,Finance,Senior Financial Analyst,Senior,EMP00045,"Denver, CO",Hybrid,2024-06-10,2025-09-21,Terminated,Voluntary,Relocation,136000,1.28
EMP01020,Kevin,Martinez,Male,30.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01423,"San Francisco, CA",Hybrid,2023-11-14,,Active,,,98500,2.7
EMP01021,John,Garcia,Male,40.0,Married,Master's Degree,Customer Success,Senior CS Manager,Senior Manager,EMP00600,"San Francisco, CA",Hybrid,2024-11-18,2026-02-16,Terminated,Voluntary,Better Opportunity Elsewhere,171500,1.25
EMP01022,Thomas,Singh,Male,30.0,Married,Master's Degree,Sales,Senior Account Executive,Senior,EMP00881,"Austin, TX",Hybrid,2024-09-19,,Active,,,144000,1.85
EMP01023,Arjun,Hall,Male,22.0,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01443,Remote,Remote,2024-09-22,2024-10-01,Terminated,Voluntary,Career Growth,96500,0.02
EMP01024,Elizabeth,Rodriguez,Female,21.0,Married,Bachelor's Degree,Design,Junior Product Designer,Entry-Level,EMP00589,"Austin, TX",Onsite,2024-06-09,2024-11-07,Terminated,Voluntary,Compensation,68000,0.41
EMP01025,Robert,Ferrari,Male,32.0,Single,Bachelor's Degree,Product,Product Manager,Mid-Level,EMP01499,"Denver, CO",Hybrid,2023-02-25,2024-03-01,Terminated,Involuntary,Policy Violation,118500,1.01
EMP01026,Wei,Davis,Male,36.0,Single,Master's Degree,Engineering,Staff Engineer,Staff,EMP01679,"Denver, CO",Hybrid,2022-11-07,2023-04-27,Terminated,Voluntary,Return to School,225000,0.47
EMP01027,Amit,Rodriguez,Male,21.0,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP01321,"San Francisco, CA",Hybrid,2026-07-03,,Active,,,103500,0.07
EMP01028,Robert,Okafor,Male,39.0,Single,Associate's Degree,Engineering,Engineering Manager,Manager,EMP01528,"San Francisco, CA",Onsite,2025-02-20,2025-04-24,Terminated,Voluntary,Work-Life Balance,169000,0.17
EMP01029,Kofi,Jones,Male,33.0,Single,High School,Sales,Account Executive,Mid-Level,EMP01224,"Chicago, IL",Hybrid,2024-12-06,,Active,,,89500,1.64
EMP01030,Emma,Torres,Female,35.0,Single,Bachelor's Degree,Engineering,Engineering Manager,Manager,EMP01409,"New York, NY",Onsite,2025-11-27,,Active,,,152000,0.67
EMP01031,Lucas,Chen,Male,26.0,Married,Bachelor's Degree,Marketing,Marketing Coordinator,Entry-Level,EMP01425,"San Francisco, CA",Hybrid,2024-05-21,2025-03-01,Terminated,Voluntary,Career Growth,63000,0.78
EMP01032,Amanda,White,Female,40.0,Married,Bachelor's Degree,Sales,Sales Manager,Manager,EMP01536,"New York, NY",Hybrid,2026-06-02,,Active,,,153500,0.15
EMP01033,Taylor,Moore,Non-binary,24.0,Married,PhD,customer success,Customer Success Manager,Mid-Level,EMP01167,Remote,Remote,2026-02-06,,Active,,,77500,0.47
EMP01034,Rebecca,Wang,Female,37.0,Married,Associate's Degree,Design,Product Designer,Mid-Level,EMP00266,Remote,Remote,2023-08-03,,Active,,,105500,2.98
EMP01035,Kofi,Mitchell,Male,32.0,Divorced,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00604,"Chicago, IL",Onsite,2025-02-16,,Active,,,108500,1.44
EMP01036,Mark,Carter,Male,29.0,Single,High School,FINANCE,Financial Analyst II,Mid-Level,EMP00437,Remote,Remote,2026-04-08,2026-05-12,Terminated,Voluntary,Personal Reasons,84000,0.09
EMP01037,Melissa,Khan,Female,46.0,Single,Bachelor's Degree,Engineering,Chief Technology Officer,C-Suite,EMP01180,"Denver, CO",Hybrid,2026-06-02,,Active,,,323000,0.15
EMP01038,William,Carter,Male,29.0,Married,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00805,"Denver, CO",Hybrid,2025-04-17,,Active,,,107500,1.28
EMP01039,Elizabeth,Carter,Female,21.0,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP00513,Remote,Remote,2025-08-09,,Active,,,60500,0.97
EMP01040,Zainab,Hernandez,Female,39.0,Married,High School,Engineering,Senior Software Engineer,Senior,EMP00340,"New York, NY",Onsite,2024-02-12,,Active,,,128000,2.46
EMP01041,Victoria,Ferrari,Female,32.0,Married,High School,Engineering,Software Engineer II,Mid-Level,EMP00265,"Austin, TX",Hybrid,2026-07-03,,Active,,,93000,0.07
EMP01042,Yuki,Moore,Female,,Divorced,Bachelor's Degree,Product,Senior Product Manager,Senior,EMP00383,Remote,Remote,2024-06-11,,Active,,,135500,2.13
EMP01043,Leilani,Hall,Female,30.0,Divorced,PhD,Engineering,Senior Software Engineer,Senior,EMP00542,Remote,Remote,2026-06-01,,Active,,,145000,0.16
EMP01044,Femi,Thomas,Male,25.0,Divorced,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP01253,"New York, NY",Onsite,2025-10-23,2025-10-27,Terminated,Involuntary,Role Elimination / Restructuring,87000,0.01
EMP01045,Olivia,Thompson,Female,35.0,Single,Bachelor's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP00346,Remote,Remote,2025-08-13,,Active,,,185500,0.96
EMP01046,Amy,Rossi,Female,30.0,Married,Bachelor's Degree,People,HR Generalist,Mid-Level,EMP00525,"San Francisco, CA",Hybrid,2025-05-15,,Active,,,80000,1.2
EMP01047,Adrian,Patel,Male,22.0,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,,"San Francisco, CA",Onsite,2024-06-26,2026-01-21,Terminated,Involuntary,Budget Reduction,58500,1.57
EMP01048,Amara,Levi,Female,32.0,Married,Master's Degree,Customer Success,Strategic CSM,Staff,EMP00730,"Denver, CO",Hybrid,2024-03-05,2026-02-16,Terminated,Voluntary,Career Growth,153500,1.95
EMP01049,Lucia,Taylor,F,32.0,Married,Bachelor's Degree,Sales,Senior Account Executive,Senior,EMP00979,"San Francisco, CA",Hybrid,2024-05-21,,Active,,,122000,2.18
EMP01050,Anjali,Lewis,Female,24.0,Single,Bachelor's Degree,Marketing,Marketing Specialist,Mid-Level,EMP00435,"Chicago, IL",Onsite,2024-04-17,2025-09-25,Terminated,Voluntary,Return to School,90500,1.44
EMP01051,Anjali,Smith,Female,34.0,Married,Master's Degree,Engineering,Senior Software Engineer,Senior,EMP00636,"Austin, TX",Hybrid,2026-02-25,,Active,,,150500,0.42
EMP01052,Mark,Williams,Male,24.0,Single,High School,Marketing,Marketing Coordinator,Entry-Level,EMP01582,"Austin, TX",Onsite,2024-11-23,2025-07-14,Terminated,Voluntary,Relocation,67500,0.64
EMP01053,Aaliyah,Hill,Female,21.0,Single,Master's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP01624,"Denver, CO",Hybrid,2023-03-24,2024-05-29,Terminated,Voluntary,Work-Life Balance,86500,1.18
EMP01054,Priya,Ali,Female,35.0,Divorced,Bachelor's Degree,Customer Success,Senior CS Manager,Senior Manager,EMP00600,"Denver, CO",Onsite,2026-07-25,,Active,,,146000,0.01
EMP01055,Hannah,Ferrari,Female,30.0,Single,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00011,"Austin, TX",Hybrid,2026-05-06,,Active,,,72000,0.23
EMP01056,Kofi,Singh,Male,23.0,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00539,Remote,Remote,2026-06-28,,Active,,,124500,0.08
EMP01057,Sione,Rossi,Male,39.0,Single,Master's Degree,Design,Design Manager,Manager,EMP01446,"Denver, CO",Hybrid,2026-07-21,,Active,,,166500,0.02
EMP01058,Amanda,Carter,Female,41.0,Married,Bachelor's Degree,Customer Success,Director of Customer Success,Director,EMP01328,"Austin, TX",Hybrid,2024-03-22,2024-04-24,Terminated,Voluntary,Work-Life Balance,179500,0.09
EMP01059,Sione,Robinson,Male,26.0,Single,High School,Engineering,Software Engineer II,Mid-Level,EMP01704,"San Francisco, CA",Hybrid,2025-01-11,2026-07-02,Terminated,Voluntary,Compensation,113500,1.47
EMP01060,Samuel,Young,Male,,Single,Bachelor's Degree,Customer Success,Customer Success Manager,Mid-Level,EMP00368,Remote,Remote,2026-01-18,,Active,,,69500,0.52
EMP01061,Nicole,Ahmed,Female,24.0,Divorced,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00328,"New York, NY",Hybrid,2025-11-04,,Active,,,137000,0.73
EMP01062,Nathan,Hall,Male,37.0,Single,Bachelor's Degree,Engineering,VP of Engineering,VP,EMP01037,"Austin, TX",Hybrid,2024-02-03,2026-04-13,Terminated,Voluntary,Personal Reasons,272500,2.19
EMP01063,Jason,Martin,Male,35.0,Single,Master's Degree,Engineering,Engineering Manager,Manager,EMP00910,"Austin, TX",Hybrid,2026-03-13,,Active,,,173500,0.38
EMP01064,Liam,Scott,Male,35.0,Married,High School,Engineering,Software Engineer II,Mid-Level,EMP01130,"New York, NY",Hybrid,2024-06-23,2026-06-10,Terminated,Voluntary,Return to School,68500,1.96
EMP01065,Jason,Harris,Male,27.0,Married,Bachelor's Degree,Sales, Account Executive ,Mid-Level,EMP00173,"San Francisco, CA",Hybrid,2024-06-09,2024-06-28,Terminated,Voluntary,Work-Life Balance,95500,0.05
EMP01066,Rachel,Anderson,F,28.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP01467,"Chicago, IL",Onsite,2025-06-21,,Active,,,110500,1.1
EMP01067,Ethan,Jones,Male,31.0,Single,Bachelor's Degree,Legal,Senior Counsel,Staff,EMP01465,Remote,Remote,2025-08-06,,Active,,,193000,0.97
EMP01068,Daniel,Wang,Male,31.0,Divorced,Master's Degree,Sales,Senior Account Executive,Senior,EMP01529,"San Francisco, CA",Hybrid,2025-07-26,,Active,,,146000,1.0
EMP01069,Laura,Costa,Female,28.0,Divorced,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP01330,Remote,Remote,2023-08-30,2024-12-15,Terminated,Voluntary,Work-Life Balance,159000,1.3
EMP01070,Angela,Williams,Female,50.0,Single,Bachelor's Degree,Customer Success,VP of Customer Success,VP,EMP00759,Remote,Remote,2026-04-28,2026-05-06,Terminated,Voluntary,Compensation,307500,0.02
EMP01071,Michelle,Walker,Female,27.0,Single,Associate's Degree,People,HR Coordinator,Entry-Level,EMP01645,Remote,Remote,2024-08-12,,Active,,,61000,1.96
EMP01072,Kwame,Clark,Male,26.0,Divorced,Bachelor's Degree,Customer Success, Customer Success Manager ,Mid-Level,EMP01375,Remote,Remote,2023-12-02,2025-10-02,Terminated,Voluntary,Compensation,101500,1.83
EMP01073,Robert,Rodriguez,Male,22.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00523,Remote,Remote,2026-05-03,,Active,,,100500,0.24
EMP01074,Laura,Gonzalez,Female,27.0,Married,Bachelor's Degree,People,HR Generalist,Mid-Level,EMP00731,"Denver, CO",Hybrid,2026-06-03,,Active,,,84500,0.15
EMP01075,James,Silva,Male,30.0,Married,Associate's Degree,Customer Success,Support Associate,Entry-Level,EMP00582,"New York, NY",Hybrid,2026-04-28,,Active,,,62000,0.25
EMP01076,Yuki,Jones,Female,21.0,Married,Associate's Degree,Engineering,Software Engineer I,Entry-Level,EMP00673,"New York, NY",Onsite,2026-03-12,,Active,,,70500,0.38
EMP01077,Kenji,Khan,Male,31.0,Married,Bachelor's Degree,Engineering,Senior Software Engineer,Senior,EMP00340,Remote,Remote,2025-10-15,,Active,,,130000,0.78
EMP01078,Mason,Silva,Male,30.0,Single,High School,Sales,Sales Manager,Manager,EMP01619,"San Francisco, CA",Hybrid,2025-06-09,,Active,,,167000,1.13
EMP01079,Leilani,Miller,Female,22.0,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00974,"Austin, TX",Onsite,2023-08-23,2024-06-09,Terminated,Voluntary,Better Opportunity Elsewhere,105,0.8
EMP01080,Fatima,Young,Female,35.0,Divorced,Bachelor's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00234,"Austin, TX",Hybrid,2025-02-08,2025-09-13,Terminated,Voluntary,Relocation,120500,0.59
EMP01081,Megan,Garcia,Female,30.0,Married,Bachelor's Degree,Product,Product Manager,Mid-Level,EMP01004,Remote,Remote,2024-12-11,,Active,,,101500,1.63
EMP01082,David,Kim,Male,34.0,Married,Master's Degree,People,Principal People Partner,Staff,EMP00962,Remote,Remote,2024-07-16,2026-01-12,Terminated,Voluntary,Better Opportunity Elsewhere,165000,1.49
EMP01083,Justin,Sharma,Male,22.0,Divorced,Bachelor's Degree,Sales,Enterprise Account Executive,Staff,EMP01453,"New York, NY",Hybrid,2025-12-26,,Active,,,185000,0.59
EMP01084,Megan,Robinson,Female,27.0,Married,High School,Engineering,Senior Software Engineer,Senior,EMP00363,"San Francisco, CA",Hybrid,2025-05-27,,Active,,,142000,1.17
EMP01085,Charlotte,Ferrari,Female,27.0,Single,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP00575,"Chicago, IL",Hybrid,2023-07-25,,Active,,,84000,3.01
EMP01086,Anthony,Ramirez,Male,21.0,Married,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00408,"Austin, TX",Hybrid,2024-05-22,,Active,,,76500,2.18
EMP01087,Mason,Davis,Male,22.0,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP00581,"Denver, CO",Hybrid,2025-11-04,2025-11-22,Terminated,Voluntary,Compensation,50500,0.05
EMP01088,Raj,Moore,Male,33.0,Single,Bachelor's Degree,Customer Success,Senior CSM,Senior,EMP01147,"New York, NY",Hybrid,2023-06-28,2026-02-20,Terminated,Voluntary,Return to School,110500,2.65
EMP01089,Jordan,Abara,Non-binary,28.0,Single,Bachelor's Degree,ENGINEERING,Engineering Manager,Manager,EMP00910,Remote,Remote,2026-04-01,,Active,,,166000,0.32
EMP01090,Isabella,Nguyen,Female,28.0,Married,Bachelor's Degree,Engineering,Engineering Manager,Manager,EMP00910,"New York, NY",Hybrid,2025-05-24,,Active,,,193500,1.18
EMP01091,Amy,Robinson,Female,21.0,Divorced,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00598,"Denver, CO",Hybrid,2025-04-07,,Active,,,98000,1.31
EMP01092,Thomas,Nilsson,Male,34.0,Single,Master's Degree,Customer Success,Strategic CSM,Staff,EMP00514,"Chicago, IL",Hybrid,2025-08-02,2025-11-07,Terminated,Voluntary,Career Growth,130000,0.27
EMP01093,Emma,Green,Female,38.0,Single,Master's Degree,Engineering,Director of Engineering,Director,EMP00778,"New York, NY",Hybrid,2026-03-24,,Active,,,206000,0.34
EMP01094,Chidi,Nilsson,Male,31.0,Married,Bachelor's Degree,Design,Product Designer,Mid-Level,EMP01570,"San Francisco, CA",Hybrid,2024-11-28,,Active,,,105000,1.66
EMP01095,Ethan,Silva,Male,27.0,Married,Master's Degree,Sales,Account Executive,Mid-Level,EMP01585,"Denver, CO",Hybrid,2025-10-05,,Active,,,106500,0.81
EMP01096,Emily,Adams,Female,49.0,Married,Master's Degree,FINANCE,Director of Finance,Director,EMP01662,Remote,Remote,2025-07-07,,Active,,,227500,1.06
EMP01097,Hiroshi,Walker,Male,21.0,Married,Master's Degree,Engineering,Software Engineer II,Mid-Level,EMP01069,"New York, NY",Hybrid,2024-08-04,2025-07-02,Terminated,Voluntary,Personal Reasons,111500,0.91
EMP01098,Matthew,Hill,Male,39.0,Married,Bachelor's Degree,Engineering,Senior Engineering Manager,Senior Manager,EMP00218,"Chicago, IL",Hybrid,2026-04-05,,Active,,,237000,0.31
EMP01099,Omar,Jackson,Male,40.0,Single,Master's Degree,customer success,VP of Customer Success,VP,EMP00759,Remote,Remote,2026-02-24,2026-03-01,Terminated,Involuntary,Performance,218500,0.01
EMP01100,Justin,Cohen,Male,32.0,Single,Bachelor's Degree,sales,Senior Account Executive,Senior,EMP01193,Remote,Remote,2025-10-01,,Active,,,151000,0.82
EMP01101,Ava,Lewis,Female,36.0,Single,High School,Product,Group Product Manager,Manager,EMP01706,"Chicago, IL",Hybrid,2026-04-01,,Active,,,142000,0.32
EMP01102,Rebecca,Chen,Female,28.0,Divorced,Bachelor's Degree,Finance,Finance Business Partner,Staff,EMP00614,Remote,Remote,2026-04-15,,Active,,,153000,0.28
EMP01103,Lauren,Hill,Female,29.0,Single,Master's Degree,Marketing,Senior Marketing Specialist,Senior,EMP00446,Remote,Remote,2025-11-20,,Active,,,140500,0.68
EMP01104,Rebecca,Scott,Female,,Married,High School,Engineering,Software Engineer II,Mid-Level,EMP01136,Remote,Remote,2026-03-19,,Active,,,99000,0.36
EMP01105,Sarah,Davis,Female,21.0,Single,Bachelor's Degree,Engineering,Software Engineer I,Entry-Level,EMP00801,Remote,Remote,2025-11-29,,Active,,,82000,0.66
EMP01106,John,Schmidt,Male,30.0,Married,Master's Degree,Sales,Account Executive,Mid-Level,EMP00149,"Denver, CO",Hybrid,2025-11-10,,Active,,,98500,0.71
EMP01107,Ryan,Bernard,Male,25.0,Single,Master's Degree,Customer Success,Senior CSM,Senior,EMP01147,"New York, NY",Onsite,2025-09-28,2026-01-04,Terminated,Involuntary,Policy Violation,109500,0.27
EMP01108,Casey,Thompson,Non-binary,33.0,Single,Master's Degree,Engineering,Software Engineer I,Entry-Level,EMP01027,"Austin, TX",Onsite,2026-01-18,,Active,,,82000,0.52
EMP01109,Femi,Singh,Male,28.0,Single,Bachelor's Degree,Customer Success,Support Associate,Entry-Level,EMP00911,"New York, NY",Hybrid,2024-02-28,2024-07-02,Terminated,Voluntary,Better Opportunity Elsewhere,57000,0.34
EMP01110,Chloe,Schmidt,F,26.0,Married,High School,Customer Success,Support Associate,Entry-Level,EMP00403,Remote,Remote,2026-04-03,,Active,,,53500,0.32
EMP01111,Kofi,Kone,Male,42.0,Single,Bachelor's Degree,engineering,Senior Software Engineer,Senior,EMP01508,Remote,Remote,2026-04-11,,Active,,,145500,0.3
EMP01112,Megan,Miller,Female,42.0,Married,High School,Customer Success,VP of Customer Success,VP,EMP00759,"New York, NY",Hybrid,2022-12-15,,Active,,,243500,3.62
EMP01113,Anjali,Hall,Female,46.0,Married,Bachelor's Degree,Finance,VP of Finance,VP,EMP00666,"Denver, CO",Hybrid,2026-03-27,,Active,,,225500,0.34
EMP01114,Matthew,Carter,Male,28.0,Married,Bachelor's Degree,Engineering,Software Engineer II,Mid-Level,EMP00050,"San Francisco, CA",Hybrid,2023-12-30,,Active,,,114500,2.58
EMP01115,Raj,Levi,Male,39.0,Married,Master's Degree,Product,Group Product Manager,Manager,EMP01569,"New York, NY",Hybrid,2024-11-11,2025-04-06,Terminated,Voluntary,Work-Life Balance,163000,0.4
EMP01116,Mia,Green,Female,36.0,Divorced,Bachelor's Degree,Sales,Senior Account Executive,Senior,EMP01597,"Chicago, IL",Hybrid,2026-01-17,,Active,,,123500,0.53
EMP01117,Mark,Wang,Male,29.0,Single,Bachelor's Degree,People,HR Generalist,Mid-Level,EMP01405,"New York, NY",Hybrid,2024-02-17,2026-03-20,Terminated,Voluntary,Personal Reasons,85000,2.09
EMP01118,Mason,Chen,Male,34.0,Single,Master's Degree,Finance,Senior Financial Analyst,Senior,EMP01135,"Austin, TX",Onsite,2026-03-06,,Active,,,133500,0.39
EMP01119,Mei,Martin,Female,22.0,Divorced,Bachelor's Degree,Sales,Sales Development Rep,Entry-Level,EMP00746,"Denver, CO",Hybrid,2026-03-05,2026-07-23,Terminated,Involuntary,Budget Reduction,74500,0.38
EMP01120,Charles,Hill,Male,40.0,Single,Bachelor's Degree,Customer Success,Director of Customer Success,Director,EMP01112,"San Francisco, CA",Hybrid,2025-05-08,2025-05-11,Terminated,Involuntary,Policy Violation,181500,0.01
EMP01121,Layla,Carter,Female,34.0,Married,Master's Degree,Sales, Account Executive ,Mid-Level,EMP00149,Remote,Remote,2022-09-02,2025-09-17,Terminated,Voluntary,Better Opportunity Elsewhere,90000,3.04
EMP01122,Omar,White,Male,29.0,Single,Bachelor's Degree,Sales,Account Executive,Mid-Level,EMP00935,"New York, NY",Hybrid,2024-09-16,2026-05-04,Terminated,Involuntary,Role Elimination / Restructuring,107500,1.63
